"LOCID" "description" "feature"
"35412" "LOC117681260" "uncharacterized LOC117681260_ncRNA" "mito"
"35413" "LOC117681261" "uncharacterized LOC117681261_ncRNA" "mito"
"35414" "LOC109618700" "uncharacterized LOC109618700_ncRNA" "mito"
"35415" "LOC109620127" "uncharacterized LOC109620127_ncRNA" "mito"
"35416" "LOC117681264" "uncharacterized LOC117681264_ncRNA" "mito"
"35417" "LOC117681263" "uncharacterized LOC117681263_ncRNA" "mito"
"35418" "LOC117681265" "uncharacterized LOC117681265_ncRNA" "mito"
"35419" "LOC117681266" "uncharacterized LOC117681266_ncRNA" "mito"
"35420" "LOC105336321" "uncharacterized LOC105336321_ncRNA" "mito"
"35421" "LOC117681809" "uncharacterized LOC117681809_ncRNA" "mito"
"35422" "Trnar-ucg_6" NA "mito"
"35423" "LOC109618728" "uncharacterized LOC109618728_ncRNA" "mito"
"35424" "LOC109621048" "uncharacterized LOC109621048_ncRNA" "mito"
"35425" "LOC117681837" "uncharacterized LOC117681837_ncRNA" "mito"
"35426" "LOC105328065" "uncharacterized LOC105328065_ncRNA" "mito"
"35427" "LOC109619609" "uncharacterized LOC109619609_ncRNA" "mito"
"35428" "LOC105334997" "uncharacterized LOC105334997_ncRNA" "mito"
"35429" "Trnar-ccu_12" NA "mito"
"35430" "Trnai-aau_20" NA "mito"
"35431" "LOC117681843" "uncharacterized LOC117681843_ncRNA" "mito"
"35432" "LOC105339067" "uncharacterized LOC105339067_ncRNA" "mito"
"35433" "Trnae-uuc_1" NA "mito"
"35434" "LOC117681846" "uncharacterized LOC117681846_ncRNA" "mito"
"35435" "LOC117681847" "uncharacterized LOC117681847_ncRNA" "mito"
"35436" "LOC109620099" "uncharacterized LOC109620099_ncRNA" "mito"
"35437" "LOC117681848" "uncharacterized LOC117681848_ncRNA" "mito"
"35438" "LOC117681850" "uncharacterized LOC117681850_ncRNA" "mito"
"35439" "LOC117681852" "uncharacterized LOC117681852_ncRNA" "mito"
"35440" "LOC105329869" "uncharacterized LOC105329869_ncRNA" "mito"
"35441" "LOC105329870" "uncharacterized LOC105329870_ncRNA" "mito"
"35442" "LOC117681854" "uncharacterized LOC117681854_ncRNA" "mito"
"35443" "LOC117681853" "uncharacterized LOC117681853_ncRNA" "mito"
"35444" "LOC105337131" "uncharacterized LOC105337131_ncRNA" "mito"
"35445" "LOC109619126" "uncharacterized LOC109619126_ncRNA" "mito"
"35446" "LOC105331339" "uncharacterized LOC105331339_ncRNA" "mito"
"35447" "LOC105331338" "uncharacterized LOC105331338_ncRNA" "mito"
"35448" "LOC109620427" "uncharacterized LOC109620427_ncRNA" "mito"
"35449" "LOC117681868" "uncharacterized LOC117681868_ncRNA" "mito"
"35450" "LOC117681869" "uncharacterized LOC117681869_ncRNA" "mito"
"35451" "LOC109617226" "uncharacterized LOC109617226_ncRNA" "mito"
"35452" "LOC117681870" "uncharacterized LOC117681870_ncRNA" "mito"
"35453" "LOC117681871" "uncharacterized LOC117681871_ncRNA" "mito"
"35454" "LOC105348268" "uncharacterized LOC105348268_ncRNA" "mito"
"35455" "LOC117681596" "uncharacterized LOC117681596_ncRNA" "mito"
"35456" "LOC117681550" "uncharacterized LOC117681550_ncRNA" "mito"
"35457" "LOC105318550" "uncharacterized LOC105318550_ncRNA" "mito"
"35458" "LOC117681557" "uncharacterized LOC117681557_ncRNA" "mito"
"35459" "LOC105340980" "uncharacterized LOC105340980_ncRNA" "mito"
"35460" "LOC117681559" "uncharacterized LOC117681559_ncRNA" "mito"
"35461" "LOC117681568" "uncharacterized LOC117681568_ncRNA" "mito"
"35462" "LOC117681571" "uncharacterized LOC117681571_ncRNA" "mito"
"35463" "LOC117681572" "uncharacterized LOC117681572_ncRNA" "mito"
"35464" "LOC117681573" "uncharacterized LOC117681573_ncRNA" "mito"
"35465" "LOC117681576" "uncharacterized LOC117681576_ncRNA" "mito"
"35466" "LOC117681577" "uncharacterized LOC117681577_ncRNA" "mito"
"35467" "LOC105344262" "uncharacterized LOC105344262_ncRNA" "mito"
"35468" "LOC105344261" "uncharacterized LOC105344261_ncRNA" "mito"
"35469" "LOC105344259" "uncharacterized LOC105344259_ncRNA" "mito"
"35470" "LOC105333287" "uncharacterized LOC105333287_ncRNA" "mito"
"35471" "LOC117681589" "uncharacterized LOC117681589_ncRNA" "mito"
"35472" "LOC117681936" "small nucleolar RNA SNORD36_ncRNA" "mito"
"35473" "LOC117681590" "uncharacterized LOC117681590_ncRNA" "mito"
"35474" "LOC117681593" "uncharacterized LOC117681593_ncRNA" "mito"
"35475" "LOC117681595" "uncharacterized LOC117681595_ncRNA" "mito"
"35476" "LOC117681616" "uncharacterized LOC117681616_ncRNA" "mito"
"35477" "LOC105329505" "uncharacterized LOC105329505_ncRNA" "mito"
"35478" "LOC117681625" "uncharacterized LOC117681625_ncRNA" "mito"
"35479" "LOC117681765" "uncharacterized LOC117681765_ncRNA" "mito"
"35480" "LOC109618014" "uncharacterized LOC109618014_ncRNA" "mito"
"35481" "LOC117681766" "uncharacterized LOC117681766_ncRNA" "mito"
"35482" "LOC105340244" "uncharacterized LOC105340244_ncRNA" "mito"
"35483" "LOC117681471" "uncharacterized LOC117681471_ncRNA" "mito"
"35484" "LOC105338402" "uncharacterized LOC105338402_ncRNA" "mito"
"35485" "LOC117681476" "uncharacterized LOC117681476_ncRNA" "mito"
"35486" "LOC117680396" "uncharacterized LOC117680396_ncRNA" "mito"
"35487" "LOC105318574" "uncharacterized LOC105318574_ncRNA" "mito"
"35488" "LOC105322915" "uncharacterized LOC105322915_ncRNA" "mito"
"35489" "LOC109620041" "uncharacterized LOC109620041_ncRNA" "mito"
"35490" "Trnal-aag_3" NA "mito"
"35491" "Trnal-aag_4" NA "mito"
"35492" "Trnal-aag_5" NA "mito"
"35493" "LOC109618191" "uncharacterized LOC109618191_ncRNA" "mito"
"35494" "LOC105321243" "uncharacterized LOC105321243_ncRNA" "mito"
"35495" "LOC117680975" "uncharacterized LOC117680975_ncRNA" "mito"
"35496" "Trnav-uac_3" NA "mito"
"35497" "Trnav-cac_3" NA "mito"
"35498" "Trnav-aac_3" NA "mito"
"35499" "LOC117680978" "uncharacterized LOC117680978_ncRNA" "mito"
"35500" "Trnav-uac_4" NA "mito"
"35501" "Trnav-cac_4" NA "mito"
"35502" "Trnav-aac_4" NA "mito"
"35503" "Trnav-uac_5" NA "mito"
"35504" "Trnav-cac_5" NA "mito"
"35505" "Trnav-aac_5" NA "mito"
"35506" "Trnav-uac_6" NA "mito"
"35507" "Trnav-cac_6" NA "mito"
"35508" "Trnav-aac_6" NA "mito"
"35509" "Trnav-uac_7" NA "mito"
"35510" "Trnav-cac_7" NA "mito"
"35511" "Trnav-aac_7" NA "mito"
"35512" "Trnav-uac_8" NA "mito"
"35513" "Trnav-cac_8" NA "mito"
"35514" "Trnav-aac_8" NA "mito"
"35515" "LOC109617757" "uncharacterized LOC109617757_ncRNA" "mito"
"35516" "LOC117680980" "uncharacterized LOC117680980_ncRNA" "mito"
"35517" "LOC105327323" "uncharacterized LOC105327323_ncRNA" "mito"
"35518" "LOC105324885" "uncharacterized LOC105324885_ncRNA" "mito"
"35519" "LOC117681394" "uncharacterized LOC117681394_ncRNA" "mito"
"35520" "LOC117681396" "uncharacterized LOC117681396_ncRNA" "mito"
"35521" "LOC117681398" "uncharacterized LOC117681398_ncRNA" "mito"
"35522" "LOC117681402" "uncharacterized LOC117681402_ncRNA" "mito"
"35523" "LOC117681404" "uncharacterized LOC117681404_ncRNA" "mito"
"35524" "LOC117681405" "uncharacterized LOC117681405_ncRNA" "mito"
"35525" "LOC109619408" "uncharacterized LOC109619408_ncRNA" "mito"
"35526" "LOC109617322" "uncharacterized LOC109617322_ncRNA" "mito"
"35527" "LOC117681409" "uncharacterized LOC117681409_ncRNA" "mito"
"35528" "LOC117681407" "uncharacterized LOC117681407_ncRNA" "mito"
"35529" "LOC117681408" "uncharacterized LOC117681408_ncRNA" "mito"
"35530" "LOC117681605" "uncharacterized LOC117681605_ncRNA" "mito"
"35531" "LOC105317953" "uncharacterized LOC105317953_ncRNA" "mito"
"35532" "LOC117681781" "uncharacterized LOC117681781_ncRNA" "mito"
"35533" "LOC105344563" "uncharacterized LOC105344563_ncRNA" "mito"
"35534" "LOC105320565" "uncharacterized LOC105320565_ncRNA" "mito"
"35535" "LOC109617672" "uncharacterized LOC109617672_ncRNA" "mito"
"35536" "LOC105333529" "uncharacterized LOC105333529_ncRNA" "mito"
"35537" "LOC105320564" "uncharacterized LOC105320564_ncRNA" "mito"
"35538" "LOC117681788" "uncharacterized LOC117681788_ncRNA" "mito"
"35539" "LOC109618943" "uncharacterized LOC109618943_ncRNA" "mito"
"35540" "LOC117681791" "uncharacterized LOC117681791_ncRNA" "mito"
"35541" "LOC117681793" "uncharacterized LOC117681793_ncRNA" "mito"
"35542" "LOC105317587" "uncharacterized LOC105317587_ncRNA" "mito"
"35543" "LOC105317585" "uncharacterized LOC105317585_ncRNA" "mito"
"35544" "LOC109617294" "uncharacterized LOC109617294_ncRNA" "mito"
"35545" "LOC105327143" "uncharacterized LOC105327143_ncRNA" "mito"
"35546" "LOC117681529" "uncharacterized LOC117681529_ncRNA" "mito"
"35547" "LOC109621170" "uncharacterized LOC109621170_ncRNA" "mito"
"35548" "LOC117681533" "uncharacterized LOC117681533_ncRNA" "mito"
"35549" "LOC109617296" "uncharacterized LOC109617296_ncRNA" "mito"
"35550" "LOC117681535" "uncharacterized LOC117681535_ncRNA" "mito"
"35551" "LOC117681536" "uncharacterized LOC117681536_ncRNA" "mito"
"35552" "LOC117681538" "uncharacterized LOC117681538_ncRNA" "mito"
"35553" "LOC117681539" "uncharacterized LOC117681539_ncRNA" "mito"
"35554" "LOC117681537" "uncharacterized LOC117681537_ncRNA" "mito"
"35555" "LOC105341894" "uncharacterized LOC105341894_ncRNA" "mito"
"35556" "LOC117681540" "uncharacterized LOC117681540_ncRNA" "mito"
"35557" "LOC117681541" "uncharacterized LOC117681541_ncRNA" "mito"
"35558" "LOC117681542" "uncharacterized LOC117681542_ncRNA" "mito"
"35559" "LOC117681545" "uncharacterized LOC117681545_ncRNA" "mito"
"35560" "LOC117681543" "uncharacterized LOC117681543_ncRNA" "mito"
"35561" "LOC109618317" "uncharacterized LOC109618317_ncRNA" "mito"
"35562" "LOC117681880" "uncharacterized LOC117681880_ncRNA" "mito"
"35563" "LOC117681881" "uncharacterized LOC117681881_ncRNA" "mito"
"35564" "LOC117681882" "uncharacterized LOC117681882_ncRNA" "mito"
"35565" "LOC117681693" "uncharacterized LOC117681693_ncRNA" "mito"
"35566" "LOC117681930" "U2 spliceosomal RNA_ncRNA" "mito"
"35567" "LOC117681933" "U2 spliceosomal RNA_ncRNA" "mito"
"35568" "LOC117681928" "U2 spliceosomal RNA_ncRNA" "mito"
"35569" "LOC117681929" "U2 spliceosomal RNA_ncRNA" "mito"
"35570" "LOC117681931" "U2 spliceosomal RNA_ncRNA" "mito"
"35571" "LOC117681910" "5S ribosomal RNA_rRNA" "mito"
"35572" "LOC117681920" "U2 spliceosomal RNA_ncRNA" "mito"
"35573" "LOC117681921" "5S ribosomal RNA_rRNA" "mito"
"35574" "LOC117681922" "U2 spliceosomal RNA_ncRNA" "mito"
"35575" "LOC117681932" "5S ribosomal RNA_rRNA" "mito"
"35576" "LOC117681923" "U2 spliceosomal RNA_ncRNA" "mito"
"35577" "LOC117681941" "5S ribosomal RNA_rRNA" "mito"
"35578" "LOC117681924" "U2 spliceosomal RNA_ncRNA" "mito"
"35579" "LOC117681942" "5S ribosomal RNA_rRNA" "mito"
"35580" "LOC117681925" "U2 spliceosomal RNA_ncRNA" "mito"
"35581" "LOC117681911" "5S ribosomal RNA_rRNA" "mito"
"35582" "LOC117681926" "U2 spliceosomal RNA_ncRNA" "mito"
"35583" "LOC117681912" "5S ribosomal RNA_rRNA" "mito"
"35584" "LOC117681927" "U2 spliceosomal RNA_ncRNA" "mito"
"35585" "LOC117681913" "5S ribosomal RNA_rRNA" "mito"
"35586" "LOC117681914" "5S ribosomal RNA_rRNA" "mito"
"35587" "LOC117681818" "uncharacterized LOC117681818_ncRNA" "mito"
"35588" "LOC105320373" "uncharacterized LOC105320373_ncRNA" "mito"
"35589" "LOC105324625" "uncharacterized LOC105324625_ncRNA" "mito"
"35590" "LOC105327411" "uncharacterized LOC105327411_ncRNA" "mito"
"35591" "LOC109618654" "uncharacterized LOC109618654_ncRNA" "mito"
"35592" "LOC105327400" "uncharacterized LOC105327400_ncRNA" "mito"
"35593" "Trnaq-uug_6" NA "mito"
"35594" "Trnaq-uug_7" NA "mito"
"35595" "LOC105327392" "uncharacterized LOC105327392_ncRNA" "mito"
"35596" "LOC117681482" "uncharacterized LOC117681482_ncRNA" "mito"
"35597" "LOC105342650" "uncharacterized LOC105342650_ncRNA" "mito"
"35598" "LOC105323582" "uncharacterized LOC105323582_ncRNA" "mito"
"35599" "LOC105346990" "uncharacterized LOC105346990_ncRNA" "mito"
"35600" "LOC117681487" "uncharacterized LOC117681487_ncRNA" "mito"
"35601" "LOC117681488" "uncharacterized LOC117681488_ncRNA" "mito"
"35602" "LOC117681489" "uncharacterized LOC117681489_ncRNA" "mito"
"35603" "LOC109617147" "uncharacterized LOC109617147_ncRNA" "mito"
"35604" "LOC105348610" "uncharacterized LOC105348610_ncRNA" "mito"
"35605" "LOC117681494" "uncharacterized LOC117681494_ncRNA" "mito"
"35606" "LOC105338433" "uncharacterized LOC105338433_ncRNA" "mito"
"35607" "LOC117681498" "uncharacterized LOC117681498_ncRNA" "mito"
"35608" "LOC117681503" "uncharacterized LOC117681503_ncRNA" "mito"
"35609" "LOC117681506" "uncharacterized LOC117681506_ncRNA" "mito"
"35610" "LOC117681508" "uncharacterized LOC117681508_ncRNA" "mito"
"35611" "Trnah-gug_9" NA "mito"
"35612" "LOC117681893" "uncharacterized LOC117681893_ncRNA" "mito"
"35613" "LOC117681894" "uncharacterized LOC117681894_ncRNA" "mito"
"35614" "LOC117681895" "uncharacterized LOC117681895_ncRNA" "mito"
"35615" "LOC105337593" "uncharacterized LOC105337593_ncRNA" "mito"
"35616" "LOC117681449" "uncharacterized LOC117681449_ncRNA" "mito"
"35617" "LOC105327013" "uncharacterized LOC105327013_ncRNA" "mito"
"35618" "LOC109618394" "uncharacterized LOC109618394_ncRNA" "mito"
"35619" "LOC117681452" "uncharacterized LOC117681452_ncRNA" "mito"
"35620" "LOC117681454" "uncharacterized LOC117681454_ncRNA" "mito"
"35621" "LOC105331150" "uncharacterized LOC105331150_ncRNA" "mito"
"35622" "LOC117681457" "uncharacterized LOC117681457_ncRNA" "mito"
"35623" "LOC109620854" "uncharacterized LOC109620854_ncRNA" "mito"
"35624" "LOC117681459" "uncharacterized LOC117681459_ncRNA" "mito"
"35625" "LOC117681460" "uncharacterized LOC117681460_ncRNA" "mito"
"35626" "LOC117681257" "uncharacterized LOC117681257_ncRNA" "mito"
"35627" "LOC105336688" "uncharacterized LOC105336688_ncRNA" "mito"
"35628" "LOC117681414" "uncharacterized LOC117681414_ncRNA" "mito"
"35629" "LOC117681415" "uncharacterized LOC117681415_ncRNA" "mito"
"35630" "LOC105340081" "uncharacterized LOC105340081_ncRNA" "mito"
"35631" "LOC117681419" "uncharacterized LOC117681419_ncRNA" "mito"
"35632" "LOC105335228" "uncharacterized LOC105335228_ncRNA" "mito"
"35633" "LOC105326812" "uncharacterized LOC105326812_ncRNA" "mito"
"35634" "LOC117681430" "uncharacterized LOC117681430_ncRNA" "mito"
"35635" "LOC117681432" "uncharacterized LOC117681432_ncRNA" "mito"
"35636" "LOC117681433" "uncharacterized LOC117681433_ncRNA" "mito"
"35637" "LOC105325132" "uncharacterized LOC105325132_ncRNA" "mito"
"35638" "LOC105322016" "uncharacterized LOC105322016_ncRNA" "mito"
"35639" "LOC109620630" "uncharacterized LOC109620630_ncRNA" "mito"
"35640" "LOC117681772" "uncharacterized LOC117681772_ncRNA" "mito"
"35641" "LOC117681512" "uncharacterized LOC117681512_ncRNA" "mito"
"35642" "LOC117681728" "uncharacterized LOC117681728_ncRNA" "mito"
"35643" "LOC105340377" "uncharacterized LOC105340377_ncRNA" "mito"
"35644" "LOC117681730" "uncharacterized LOC117681730_ncRNA" "mito"
"35645" "LOC117681734" "uncharacterized LOC117681734_ncRNA" "mito"
"35646" "LOC105340371" "uncharacterized LOC105340371_ncRNA" "mito"
"35647" "LOC117680951" "uncharacterized LOC117680951_ncRNA" "mito"
"35648" "LOC109618021" "uncharacterized LOC109618021_ncRNA" "mito"
"35649" "LOC117681612" "uncharacterized LOC117681612_ncRNA" "mito"
"35650" "LOC117681884" "uncharacterized LOC117681884_ncRNA" "mito"
"35651" "LOC117681886" "uncharacterized LOC117681886_ncRNA" "mito"
"35652" "LOC117681889" "uncharacterized LOC117681889_ncRNA" "mito"
"35653" "LOC117681890" "uncharacterized LOC117681890_ncRNA" "mito"
"35654" "LOC117681888" "uncharacterized LOC117681888_ncRNA" "mito"
"35655" "LOC109619042" "uncharacterized LOC109619042_ncRNA" "mito"
"35656" "LOC117681086" "uncharacterized LOC117681086_ncRNA" "mito"
"35657" "LOC105318447" "uncharacterized LOC105318447_ncRNA" "mito"
"35658" "Trnas-cga" NA "mito"
"35659" "LOC117681091" "uncharacterized LOC117681091_ncRNA" "mito"
"35660" "LOC109617986" "uncharacterized LOC109617986_ncRNA" "mito"
"35661" "LOC117681090" "uncharacterized LOC117681090_ncRNA" "mito"
"35662" "LOC117681095" "uncharacterized LOC117681095_ncRNA" "mito"
"35663" "LOC117681098" "uncharacterized LOC117681098_ncRNA" "mito"
"35664" "LOC105338018" "uncharacterized LOC105338018_ncRNA" "mito"
"35665" "LOC105324597" "uncharacterized LOC105324597_ncRNA" "mito"
"35666" "LOC117681102" "uncharacterized LOC117681102_ncRNA" "mito"
"35667" "LOC117681105" "uncharacterized LOC117681105_ncRNA" "mito"
"35668" "LOC105341581" "uncharacterized LOC105341581_ncRNA" "mito"
"35669" "LOC117681108" "uncharacterized LOC117681108_ncRNA" "mito"
"35670" "LOC117681123" "uncharacterized LOC117681123_ncRNA" "mito"
"35671" "LOC117681125" "uncharacterized LOC117681125_ncRNA" "mito"
"35672" "LOC117681127" "uncharacterized LOC117681127_ncRNA" "mito"
"35673" "LOC117681124" "uncharacterized LOC117681124_ncRNA" "mito"
"35674" "LOC117681126" "uncharacterized LOC117681126_ncRNA" "mito"
"35675" "LOC117681128" "uncharacterized LOC117681128_ncRNA" "mito"
"35676" "LOC117681139" "uncharacterized LOC117681139_ncRNA" "mito"
"35677" "LOC117681140" "uncharacterized LOC117681140_ncRNA" "mito"
"35678" "LOC117681141" "uncharacterized LOC117681141_ncRNA" "mito"
"35679" "LOC117681146" "uncharacterized LOC117681146_ncRNA" "mito"
"35680" "LOC105330125" "uncharacterized LOC105330125_ncRNA" "mito"
"35681" "LOC117681147" "uncharacterized LOC117681147_ncRNA" "mito"
"35682" "LOC117681270" "uncharacterized LOC117681270_ncRNA" "mito"
"35683" "LOC105317868" "uncharacterized LOC105317868_ncRNA" "mito"
"35684" "LOC109617325" "uncharacterized LOC109617325_ncRNA" "mito"
"35685" "LOC117681509" "uncharacterized LOC117681509_ncRNA" "mito"
"35686" "LOC109617326" "uncharacterized LOC109617326_ncRNA" "mito"
"35687" "LOC109618009" "uncharacterized LOC109618009_ncRNA" "mito"
"35688" "LOC117681288" "uncharacterized LOC117681288_ncRNA" "mito"
"35689" "LOC117681287" "uncharacterized LOC117681287_ncRNA" "mito"
"35690" "LOC109618785" "uncharacterized LOC109618785_ncRNA" "mito"
"35691" "LOC117681293" "uncharacterized LOC117681293_ncRNA" "mito"
"35692" "LOC117681294" "uncharacterized LOC117681294_ncRNA" "mito"
"35693" "LOC109618748" "uncharacterized LOC109618748_ncRNA" "mito"
"35694" "LOC117681298" "uncharacterized LOC117681298_ncRNA" "mito"
"35695" "LOC117681300" "uncharacterized LOC117681300_ncRNA" "mito"
"35696" "LOC105317052" "uncharacterized LOC105317052_ncRNA" "mito"
"35697" "LOC117681301" "uncharacterized LOC117681301_ncRNA" "mito"
"35698" "LOC117681306" "uncharacterized LOC117681306_ncRNA" "mito"
"35699" "LOC109617138" "uncharacterized LOC109617138_ncRNA" "mito"
"35700" "LOC105341609" "uncharacterized LOC105341609_ncRNA" "mito"
"35701" "LOC117681314" "uncharacterized LOC117681314_ncRNA" "mito"
"35702" "LOC117681316" "uncharacterized LOC117681316_ncRNA" "mito"
"35703" "LOC117681317" "uncharacterized LOC117681317_ncRNA" "mito"
"35704" "LOC117681318" "uncharacterized LOC117681318_ncRNA" "mito"
"35705" "Trnap-cgg_4" NA "mito"
"35706" "LOC117681319" "uncharacterized LOC117681319_ncRNA" "mito"
"35707" "LOC109619941" "uncharacterized LOC109619941_ncRNA" "mito"
"35708" "LOC105325457" "uncharacterized LOC105325457_ncRNA" "mito"
"35709" "LOC105333938" "uncharacterized LOC105333938_ncRNA" "mito"
"35710" "LOC117681333" "uncharacterized LOC117681333_ncRNA" "mito"
"35711" "LOC105328641" "uncharacterized LOC105328641_ncRNA" "mito"
"35712" "LOC117681332" "uncharacterized LOC117681332_ncRNA" "mito"
"35713" "LOC117681329" "uncharacterized LOC117681329_ncRNA" "mito"
"35714" "LOC117681331" "uncharacterized LOC117681331_ncRNA" "mito"
"35715" "LOC117681330" "uncharacterized LOC117681330_ncRNA" "mito"
"35716" "LOC105325801" "uncharacterized LOC105325801_ncRNA" "mito"
"35717" "LOC117681335" "uncharacterized LOC117681335_ncRNA" "mito"
"35718" "Trnar-acg_15" NA "mito"
"35719" "LOC117681338" "uncharacterized LOC117681338_ncRNA" "mito"
"35720" "Trnat-ggu_14" NA "mito"
"35721" "LOC105321093" "uncharacterized LOC105321093_ncRNA" "mito"
"35722" "LOC117681349" "uncharacterized LOC117681349_ncRNA" "mito"
"35723" "LOC117681350" "uncharacterized LOC117681350_ncRNA" "mito"
"35724" "LOC117681358" "uncharacterized LOC117681358_ncRNA" "mito"
"35725" "LOC109617502" "uncharacterized LOC109617502_ncRNA" "mito"
"35726" "LOC105322282" "uncharacterized LOC105322282_ncRNA" "mito"
"35727" "LOC117681360" "uncharacterized LOC117681360_ncRNA" "mito"
"35728" "LOC117681361" "uncharacterized LOC117681361_ncRNA" "mito"
"35729" "LOC117681362" "uncharacterized LOC117681362_ncRNA" "mito"
"35730" "LOC105329962" "uncharacterized LOC105329962_ncRNA" "mito"
"35731" "LOC109620088" "uncharacterized LOC109620088_ncRNA" "mito"
"35732" "LOC117681367" "uncharacterized LOC117681367_ncRNA" "mito"
"35733" "LOC105321557" "uncharacterized LOC105321557_ncRNA" "mito"
"35734" "LOC109619520" "uncharacterized LOC109619520_ncRNA" "mito"
"35735" "LOC117681369" "uncharacterized LOC117681369_ncRNA" "mito"
