id	gene_short_name
LOC105324035	eukaryotic translation initiation factor 3 subunit A-like
LOC117686365	uncharacterized LOC117686365_ncRNA
LOC117686352	uncharacterized LOC117686352
LOC117686353	fucolectin-3-like
LOC117686371	uncharacterized LOC117686371_ncRNA
LOC105337640	uncharacterized LOC105337640_ncRNA
LOC117686372	uncharacterized LOC117686372
LOC109618210	uncharacterized LOC109618210_ncRNA
LOC117686373	uncharacterized LOC117686373_ncRNA
LOC117686374	uncharacterized LOC117686374_ncRNA
LOC117686375	perlucin-like protein
LOC117686376	uncharacterized LOC117686376_ncRNA
LOC105325686	uncharacterized LOC105325686
LOC117686377	zinc finger protein 862-like
LOC117686361	uncharacterized LOC117686361
LOC117686354	integumentary mucin C.1-like
LOC117680303	uncharacterized LOC117680303
LOC109618379	uncharacterized LOC109618379_ncRNA
LOC117686368	uncharacterized LOC117686368_ncRNA
LOC117686369	DNA polymerase III PolC-type-like
LOC105330488	uncharacterized protein K02A2.6
LOC109621070	uncharacterized LOC109621070_ncRNA
LOC117686370	uncharacterized LOC117686370
LOC117686355	uncharacterized LOC117686355
LOC117680294	uncharacterized LOC117680294
LOC105331886	uncharacterized LOC105331886
LOC105346781	putative nuclease HARBI1
LOC117686356	uncharacterized LOC117686356
LOC117686366	uncharacterized LOC117686366_ncRNA
LOC117686362	uncharacterized LOC117686362_ncRNA
LOC117686357	uncharacterized LOC117686357
LOC117686349	uncharacterized LOC117686349
LOC105339568	uncharacterized protein K02A2.6-like
LOC117686359	uncharacterized LOC117686359_ncRNA
LOC117686363	uncharacterized LOC117686363
LOC117686358	uncharacterized LOC117686358
LOC105343451	uncharacterized LOC105343451
LOC105318033	retrovirus-related Pol polyprotein from transposon 17.6
LOC117686379	uncharacterized LOC117686379_ncRNA
LOC117686380	uncharacterized LOC117686380_ncRNA
LOC105328163	uncharacterized LOC105328163
LOC117686378	sushi, nidogen and EGF-like domain-containing protein 1
LOC117686381	Werner syndrome ATP-dependent helicase-like
LOC117686382	filaggrin-like
LOC117686386	uncharacterized LOC117686386_partial mRNA
LOC105340359	uncharacterized LOC105340359
LOC109618939	uncharacterized LOC109618939_ncRNA
LOC117686383	P2X purinoceptor 7-like
LOC117686384	uncharacterized LOC117686384_ncRNA
LOC117686387	uncharacterized LOC117686387
LOC117686385	uncharacterized LOC117686385_ncRNA
LOC117686388	uncharacterized LOC117686388
LOC117686389	uncharacterized protein F54H12.2-like
LOC105343836	uncharacterized LOC105343836_ncRNA
LOC117686396	uncharacterized LOC117686396_ncRNA
LOC117686391	zinc finger protein 862-like
LOC117686394	protein ALP1-like
LOC105348138	uncharacterized LOC105348138
LOC117686390	uncharacterized protein DDB_G0286299-like
LOC117686395	uncharacterized LOC117686395_ncRNA
LOC117686393	uncharacterized LOC117686393
LOC109621193	protein ALP1-like
LOC117686392	uncharacterized LOC117686392
LOC105327041	uncharacterized LOC105327041
LOC105324312	uncharacterized LOC105324312_ncRNA
LOC105345040	uncharacterized LOC105345040_ncRNA
LOC105340634	uncharacterized LOC105340634
LOC117686401	uncharacterized LOC117686401_ncRNA
LOC117686404	uncharacterized LOC117686404
LOC117686405	uncharacterized protein F54H12.2-like
LOC117686399	uncharacterized LOC117686399
LOC117686407	uncharacterized LOC117686407
LOC117686400	uncharacterized LOC117686400_ncRNA
LOC105320616	uncharacterized LOC105320616
LOC109617679	putative nuclease HARBI1
LOC117686402	ficolin-2-like
LOC105328510	protein cappuccino-like
LOC117686397	uncharacterized LOC117686397
LOC117686398	uncharacterized LOC117686398
LOC117686403	uncharacterized LOC117686403_ncRNA
LOC117686408	uncharacterized LOC117686408_partial mRNA
LOC105317604	uncharacterized LOC105317604_ncRNA
LOC105323887	uncharacterized LOC105323887_ncRNA
LOC117686409	uncharacterized LOC117686409_ncRNA
LOC117686410	uncharacterized LOC117686410_ncRNA
LOC105339715	uncharacterized LOC105339715
LOC105318997	uncharacterized LOC105318997_ncRNA
LOC105348255	multiple epidermal growth factor-like domains protein 10_partial mRNA
LOC117686411	uncharacterized LOC117686411_ncRNA
LOC117686413	uncharacterized LOC117686413_ncRNA
LOC117686412	uncharacterized LOC117686412
LOC117686414	uncharacterized LOC117686414_ncRNA
LOC117686417	coagulation factor VIII-like_partial mRNA
LOC117686416	G-protein coupled receptor GRL101-like
LOC105321413	uncharacterized LOC105321413_ncRNA
LOC117686415	uncharacterized LOC117686415_ncRNA
LOC105335364	uncharacterized LOC105335364_ncRNA
LOC105337274	uncharacterized LOC105337274
LOC117686427	uncharacterized LOC117686427_ncRNA
LOC117686428	uncharacterized LOC117686428_ncRNA
LOC105346404	uncharacterized LOC105346404
LOC117686429	putative nuclease HARBI1
LOC117686430	uncharacterized LOC117686430_ncRNA
LOC105332721	uncharacterized LOC105332721_ncRNA
LOC117686431	multiple epidermal growth factor-like domains protein 11
LOC117686432	uncharacterized LOC117686432_ncRNA
LOC117686434	uncharacterized LOC117686434_ncRNA
LOC117686433	uncharacterized LOC117686433_ncRNA
LOC117686435	uncharacterized LOC117686435
LOC117686436	uncharacterized LOC117686436_ncRNA
LOC117686437	uncharacterized LOC117686437_ncRNA
LOC117686422	uncharacterized LOC117686422
LOC105329201	fucolectin
LOC117686439	uncharacterized LOC117686439_ncRNA
LOC117686440	uncharacterized LOC117686440_ncRNA
LOC109618949	uncharacterized LOC109618949_ncRNA
LOC105318151	uncharacterized LOC105318151
LOC109621173	uncharacterized LOC109621173_ncRNA
LOC117686438	neurogenic locus notch homolog protein 2-like
LOC117686423	Werner syndrome ATP-dependent helicase-like
LOC109618338	uncharacterized LOC109618338
LOC105324036	uncharacterized LOC105324036_ncRNA
LOC105338101	uncharacterized LOC105338101
LOC117686418	uncharacterized LOC117686418
LOC105331888	beta-mannosyltransferase 3-like
LOC117686424	threonine-rich protein-like
LOC117686425	uncharacterized LOC117686425
LOC117686426	uncharacterized LOC117686426
LOC117686420	uncharacterized LOC117686420_ncRNA
LOC117686419	uncharacterized LOC117686419_ncRNA
LOC117686421	uncharacterized LOC117686421_ncRNA
LOC105321263	uncharacterized LOC105321263
LOC105321267	uncharacterized LOC105321267
LOC117686441	deoxynucleoside triphosphate triphosphohydrolase SAMHD1-like
LOC109617774	uncharacterized LOC109617774_ncRNA
LOC105321436	deoxynucleoside triphosphate triphosphohydrolase SAMHD1
LOC117686442	uncharacterized LOC117686442
LOC117686443	uncharacterized LOC117686443_ncRNA
LOC117686457	uncharacterized LOC117686457_ncRNA
LOC105336931	bile salt sulfotransferase
LOC117686458	uncharacterized LOC117686458
LOC117686444	uncharacterized LOC117686444
LOC117686445	interferon alpha-inducible protein 27-like protein 2B
LOC105346734	interferon alpha-inducible protein 27-like protein 2B
LOC109620516	interferon alpha-inducible protein 27-like protein 2B
LOC105342736	uncharacterized LOC105342736
LOC105325405	uncharacterized LOC105325405
LOC117686459	uncharacterized LOC117686459_ncRNA
LOC105327227	uncharacterized LOC105327227
LOC117686455	uncharacterized LOC117686455
LOC117686446	uncharacterized LOC117686446
LOC117686447	uncharacterized LOC117686447
LOC117686448	piggyBac transposable element-derived protein 4-like
LOC117686452	uncharacterized LOC117686452_ncRNA
LOC117686450	uncharacterized LOC117686450
LOC117686451	uncharacterized LOC117686451
LOC117686449	uncharacterized LOC117686449
LOC117686456	uncharacterized LOC117686456_ncRNA
LOC105317874	ATP-dependent RNA helicase DDX42
LOC105317875	zinc finger CCCH domain-containing protein 10
LOC117686453	tripartite motif-containing protein 59-like
LOC117686454	receptor-type guanylate cyclase gcy-7-like
LOC117686460	uncharacterized LOC117686460
LOC105332703	uncharacterized LOC105332703
LOC105347481	toll-like receptor 4
LOC105347489	uncharacterized LOC105347489
LOC105347559	baculoviral IAP repeat-containing protein 7-A
LOC105347579	periodic tryptophan protein 1 homolog
LOC105347589	AT-rich interactive domain-containing protein 2
LOC109621105	uncharacterized LOC109621105
LOC105347846	uncharacterized LOC105347846
LOC109621091	neurotrophin-4-like
LOC105347605	agrin
LOC105347858	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial
LOC109621020	uncharacterized LOC109621020_ncRNA
LOC105344764	uncharacterized LOC105344764
LOC105344759	uncharacterized LOC105344759
LOC105344765	melatonin receptor type 1B
LOC105344760	phospholipase B1, membrane-associated
LOC105344761	protein inscuteable homolog
LOC117686462	uncharacterized LOC117686462
LOC117686461	protein MB21D2-like
LOC117686463	uncharacterized LOC117686463
LOC105343217	epidermal retinol dehydrogenase 2
LOC105347558	uncharacterized LOC105347558
LOC105343216	heat shock protein 27
LOC105343215	alpha-crystallin A chain
LOC105343214	NEDD8-conjugating enzyme Ubc12
LOC105343224	phosphatidylserine synthase 2
LOC105343213	DNA damage-regulated autophagy modulator protein 1
LOC105343208	uncharacterized LOC105343208
LOC105343206	uncharacterized LOC105343206
LOC117686464	biorientation of chromosomes in cell division protein 1-like 1
LOC109620581	uncharacterized LOC109620581_ncRNA
LOC105332860	methyltransferase-like protein 9
LOC105332861	uncharacterized LOC105332861
LOC105332870	GATOR complex protein WDR59
LOC105325366	uncharacterized LOC105325366_ncRNA
LOC117686465	uncharacterized LOC117686465
LOC105332866	F-box only protein 31
LOC109619328	F-box only protein 31-like
LOC117686466	F-box only protein 31-like
LOC105332865	F-box only protein 31-like
LOC105329574	F-box only protein 31
LOC105329575	mitochondrial ribosome-associated GTPase 2
LOC105329576	plasmanylethanolamine desaturase
LOC117686467	uncharacterized LOC117686467_ncRNA
LOC105329577	zinc finger protein 26
LOC105329578	protein tiptop
LOC105349009	uncharacterized LOC105349009
LOC117686471	uncharacterized LOC117686471_ncRNA
LOC117686469	uncharacterized LOC117686469_ncRNA
LOC105327229	echinoderm microtubule-associated protein-like 2
LOC105327226	dynein heavy chain 6, axonemal
LOC105327225	regulator of G-protein signaling 22
LOC105323921	histone H1-delta
LOC105333560	myotubularin-related protein 10-A
LOC105327147	uncharacterized LOC105327147
LOC117686475	uncharacterized LOC117686475_ncRNA
LOC117686476	uncharacterized LOC117686476
LOC117686474	uncharacterized LOC117686474_ncRNA
LOC117686472	uncharacterized LOC117686472_ncRNA
LOC109617267	uncharacterized LOC109617267_ncRNA
LOC117686473	uncharacterized LOC117686473_ncRNA
LOC105328143	uncharacterized LOC105328143
LOC105327923	N-acetylneuraminate lyase A
LOC105327922	von Willebrand factor C domain-containing protein 2-like
LOC105327921	T-box protein 2
LOC117686477	uncharacterized LOC117686477_ncRNA
LOC105317382	protein mono-ADP-ribosyltransferase PARP15
LOC105345508	heat shock 70 kDa protein 12A
LOC105319523	protein mono-ADP-ribosyltransferase PARP14
LOC117680346	C-terminal-binding protein 1-like
LOC105328910	uncharacterized LOC105328910
LOC105340549	sigma non-opioid intracellular receptor 1
LOC105340547	uncharacterized LOC105340547
LOC105340546	solute carrier family 25 member 35
LOC105341025	c-Myc-binding protein
LOC105341026	26S proteasome non-ATPase regulatory subunit 13
LOC105336602	uncharacterized LOC105336602
LOC117686478	Werner syndrome ATP-dependent helicase-like
LOC105317113	60S ribosomal protein L10a
LOC117686479	ubiquitin carboxyl-terminal hydrolase 47-like
LOC117686480	PDZ domain-containing protein 11-like
LOC105324356	40S ribosomal protein S3a
LOC105324366	40S ribosomal protein S3a
LOC105324388	BTB/POZ domain-containing protein 17
LOC105324377	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
LOC105324697	structure-specific endonuclease subunit SLX4-like
LOC117686481	uncharacterized LOC117686481
LOC105348076	uncharacterized LOC105348076
LOC105348074	dihydroxyacetone phosphate acyltransferase
LOC105348075	uncharacterized secreted protein ARB_06907-like
LOC105348073	WD repeat-containing protein 26
LOC117686482	uncharacterized LOC117686482_ncRNA
LOC105348072	protein cornichon homolog 4
LOC117686483	uncharacterized LOC117686483_ncRNA
LOC105348071	tetratricopeptide repeat protein 8
LOC117686484	uncharacterized LOC117686484_ncRNA
LOC105329998	uncharacterized LOC105329998_misc_RNA
LOC105329996	uncharacterized LOC105329996
LOC117686485	N-acetylneuraminate lyase-like
LOC105321138	uncharacterized LOC105321138
LOC117686491	uncharacterized LOC117686491_ncRNA
LOC117686487	uncharacterized LOC117686487
LOC105323310	uncharacterized LOC105323310
LOC117686488	uncharacterized LOC117686488
LOC117686490	uncharacterized LOC117686490_ncRNA
LOC117686486	uncharacterized LOC117686486
LOC105335896	fructose-bisphosphate aldolase
LOC105335897	DNA excision repair protein ERCC-6-like
LOC117686492	uncharacterized LOC117686492
LOC105338130	glutathione S-transferase theta-1
LOC105338129	glutathione S-transferase theta-1
LOC105338127	vitamin K epoxide reductase complex subunit 1-like protein 1
LOC105338126	fructose-bisphosphate aldolase
LOC105338125	hypothetical protein
LOC105338124	density-regulated protein homolog
LOC105347214	uncharacterized LOC105347214
LOC105335500	uncharacterized LOC105335500
LOC105335503	uncharacterized LOC105335503
LOC105335502	armadillo repeat-containing protein 6
LOC109619669	zinc finger protein 91
LOC105336455	15-hydroxyprostaglandin dehydrogenase [NAD(+)]
LOC105340519	uncharacterized LOC105340519
LOC117686495	zinc finger CCCH domain-containing protein 13-like
LOC105340520	uncharacterized LOC105340520
LOC117686494	uncharacterized LOC117686494_ncRNA
LOC109620967	uncharacterized LOC109620967_ncRNA
LOC105346063	putative cytochrome P450 cyp-13B1
LOC105346069	uncharacterized LOC105346069
LOC105346062	uncharacterized LOC105346062
LOC105346061	uncharacterized LOC105346061
LOC117686496	uncharacterized LOC117686496
LOC117686497	uncharacterized LOC117686497
LOC117680609	uncharacterized LOC117680609
LOC117686498	midasin-like
LOC117686506	uncharacterized LOC117686506_ncRNA
LOC105333296	uncharacterized LOC105333296
LOC117686502	uncharacterized LOC117686502_ncRNA
LOC117686505	uncharacterized LOC117686505_ncRNA
LOC117686508	uncharacterized LOC117686508_ncRNA
LOC117686500	midasin-like
LOC117686499	midasin-like
LOC117686504	uncharacterized LOC117686504_ncRNA
LOC117686503	uncharacterized LOC117686503_ncRNA
LOC117686507	uncharacterized LOC117686507_ncRNA
Trnat-ggu_29	NA
LOC105332697	midasin
LOC105328461	transmembrane protein 185A
LOC105328463	ankyrin repeat domain-containing protein 46
LOC105328464	zinc finger protein squeeze
LOC105328465	uncharacterized LOC105328465
LOC105320081	60S ribosome subunit biogenesis protein NIP7 homolog
LOC105320082	DDB1- and CUL4-associated factor 17-like
LOC105324298	mitochondrial carrier protein Rim2
LOC105339968	28S ribosomal protein S22, mitochondrial
LOC105328466	protein rogdi
LOC105328467	uncharacterized LOC105328467
LOC105343961	TRPL translocation defect protein 14
LOC105343965	coiled-coil domain-containing protein 157
LOC105343964	SAGA-associated factor 29
LOC105343963	ceramide synthase
LOC105343966	uncharacterized LOC105343966
LOC105343968	beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase
LOC105343969	uncharacterized LOC105343969
LOC105322807	uncharacterized LOC105322807
LOC105322808	protein SMG8
LOC117686510	uncharacterized LOC117686510
LOC105322809	soluble guanylate cyclase 88E
Trnat-ggu_30	NA
LOC105331618	uncharacterized LOC105331618
LOC105328106	importin-9
LOC105333588	uncharacterized LOC105333588_ncRNA
LOC105345308	uncharacterized LOC105345308
LOC105341279	uncharacterized LOC105341279
LOC117686516	uncharacterized LOC117686516_ncRNA
LOC105340677	uncharacterized LOC105340677_misc_RNA
LOC117686513	uncharacterized LOC117686513
LOC117686515	uncharacterized LOC117686515_ncRNA
LOC117686512	uncharacterized LOC117686512
LOC105321677	importin-9-like
LOC117686514	E3 ubiquitin-protein ligase TRIM71-like
LOC117686511	uncharacterized LOC117686511
LOC105321689	uncharacterized LOC105321689
LOC105328108	uncharacterized LOC105328108
LOC105321696	uncharacterized LOC105321696
LOC105335063	uncharacterized LOC105335063
LOC105335062	copine-8
LOC105335061	uncharacterized LOC105335061
LOC105335060	uncharacterized LOC105335060
LOC105335059	uncharacterized LOC105335059
LOC105340770	uncharacterized LOC105340770
LOC105317341	receptor-type tyrosine-protein phosphatase R
LOC105317342	F-box only protein 47
LOC105317343	elongator complex protein 4
LOC105317344	probable G-protein coupled receptor 83
LOC105317345	cytochrome b-c1 complex subunit 7
LOC105317346	NPC intracellular cholesterol transporter 1
LOC105338347	uncharacterized LOC105338347
LOC105332958	tyrosine-protein phosphatase 10D
LOC105332977	temptin-like
LOC105323885	uncharacterized LOC105323885
LOC117686518	uncharacterized LOC117686518_ncRNA
LOC105346693	uncharacterized LOC105346693
LOC105346694	PX domain-containing protein kinase-like protein
LOC105329316	TBC1 domain family member 30
LOC109621040	uncharacterized LOC109621040_ncRNA
LOC105329313	MICOS complex subunit Mic19
